jar_name,mod_id,mod_name,version,side,category,adds_bosses,boss_count,adds_structures,structure_count,adds_dimensions,dimension_count,adds_biomes,biome_count,adds_mobs,mob_count,adds_loot_tables,loot_table_count,adds_recipes,recipe_count,worldgen_risk,performance_risk,balance_risk,notes
[1.20.1] SecurityCraft v1.10.1.jar,securitycraft,SecurityCraft,${file.jarVersion},Both,"Armas / armaduras / herramientas, Loot / recompensas, Magia, Mobs",false,0,false,0,false,0,false,0,true,4,true,621,true,782,Bajo,Bajo,Medio,No confirmado
[forge]ctov-3.4.14.jar,ctov,ChoiceTheorem's Overhauled Village,3.4.14,Both,"Estructuras, Loot / recompensas, Worldgen / biomas / terreno",false,0,true,578,false,0,false,0,false,0,true,54,false,0,Medio,Medio,Medio,Confirmado por archivos internos: contiene features/biome modifiers/worldgen modifiers.
accessories-neoforge-1.0.0-beta.48+1.20.1.jar,accessories,Accessories,1.0.0-beta48+1.20.1,Both,No confirmado,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
advancednetherite-forge-2.1.3-1.20.1.jar,advancednetherite,Advanced Netherite,2.1.3,Both,"Armas / armaduras / herramientas, Loot / recompensas",false,0,false,0,false,0,false,0,false,0,true,4,true,49,Bajo,Bajo,Bajo,No confirmado
AdvancementPlaques-1.20.1-forge-1.6.9.jar,advancementplaques,Advancement Plaques,${file.jarVersion},Client only,Cliente visual / HUD / UI,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
aeroblender-1.20.1-1.0.1-neoforge.jar,aeroblender,AeroBlender,${file.jarVersion},Both,No confirmado,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
aether-1.20.1-1.5.2-neoforge.jar,aether,The Aether,${file.jarVersion},Both,"Armas / armaduras / herramientas, Dimensiones, Dungeons, Estructuras, ... (+3)",true,1,true,38,true,1,true,8,true,74,true,191,true,369,Medio,Medio,Medio,"Incluye jar-in-jar: cumulus_menus, curios, mixinextras, nitrogen_internals"
aether-redux-2.0.19-1.20.1-neoforge.jar,aether_redux,The Aether: Redux,${file.jarVersion},Both,"Armas / armaduras / herramientas, Loot / recompensas, Mobs, Worldgen / biomas / terreno",false,0,false,0,false,0,true,16,true,26,true,294,true,324,Medio,Bajo,Medio,Incluye jar-in-jar: mixinextras
aether_delight_1.0.0_forge_1.20.1.jar,aetherdelight,Aether Delight,1.0.0,Both,Loot / recompensas,false,0,false,0,false,0,false,0,false,0,true,3,true,133,Bajo,Bajo,Bajo,No confirmado
AetherVillages-1.20.1-1.0.7-forge.jar,aether_villages,Aether Villages,1.0.7,Both,"Estructuras, Loot / recompensas",false,0,true,44,false,0,false,0,false,0,true,3,false,0,Bajo,Bajo,Bajo,"Confirmado por archivos internos: anade/modifica estructuras, sin evidencia de terreno base."
AI-Improvements-1.20-0.5.2.jar,aiimprovements,AI-Improvements,${file.jarVersion},Both,No confirmado,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
alexscaves-2.0.2.jar,alexscaves,Alex's Caves,2.0.2,Both,"Armas / armaduras / herramientas, Estructuras, Loot / recompensas, Mobs, ... (+1)",true,1,true,103,false,0,true,12,true,135,true,407,true,467,Alto,Medio,Medio,Inferido por nombre: mod de biomas/terreno conocido por tocar generacion base.
alexsdelight-1.5.jar,alexsdelight,Alex's Delight,1.5,Both,"Loot / recompensas, Mobs",false,0,false,0,false,0,false,0,true,2,true,2,true,40,Bajo,Bajo,Bajo,No confirmado
alexsmobs-1.22.9.jar,alexsmobs,Alex's Mobs,1.22.9,Both,"Armas / armaduras / herramientas, Loot / recompensas, Mobs, Worldgen / biomas / terreno",true,2,false,0,false,0,false,0,true,244,true,139,true,84,Medio,Medio,Medio,Confirmado por archivos internos: contiene features/biome modifiers/worldgen modifiers.
appleskin-forge-mc1.20.1-2.5.1.jar,appleskin,AppleSkin,${file.jarVersion},Client only,Cliente visual / HUD / UI,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
Aquaculture-1.20.1-2.5.7.jar,aquaculture,Aquaculture 2,2.5.7,Both,"Armas / armaduras / herramientas, Loot / recompensas, Mobs, Worldgen / biomas / terreno",false,0,false,0,false,0,false,0,true,72,true,53,true,63,Medio,Medio,Medio,Confirmado por archivos internos: contiene features/biome modifiers/worldgen modifiers.
aquamirae-forge-1.20.1-6.4.0.jar,aquamirae,Aquamirae,6.4.0,Both,"Armas / armaduras / herramientas, Estructuras, Loot / recompensas, Mobs, ... (+1)",false,0,true,15,false,0,true,1,true,25,true,20,true,38,Alto,Bajo,Bajo,Confirmado por archivos internos: contiene biomas worldgen (1); dimension no confirmada.
architectury-9.2.14-forge.jar,architectury,Architectury,9.2.14,Both,"Librerias / dependencias, Worldgen / biomas / terreno",false,0,false,0,false,0,false,0,false,0,false,0,false,0,Medio,Bajo,Bajo,Confirmado por archivos internos: contiene features/biome modifiers/worldgen modifiers.
artifacts-forge-9.5.19.jar,artifacts,Artifacts,9.5.19,Both,"Armas / armaduras / herramientas, Loot / recompensas, Magia, Mobs, ... (+1)",false,0,false,0,false,0,false,0,true,2,true,61,true,3,Medio,Bajo,Medio,Confirmado por archivos internos: contiene features/biome modifiers/worldgen modifiers.
balm-forge-1.20.1-7.3.38-all.jar,balm,Balm,7.3.38,Both,"Librerias / dependencias, Worldgen / biomas / terreno",false,0,false,0,false,0,false,0,false,0,false,0,false,0,Medio,Bajo,Bajo,Incluye jar-in-jar: kuma_api
BarteringStation-v8.0.0-1.20.1-Forge.jar,barteringstation,Bartering Station,8.0.0,Both,Loot / recompensas,false,0,false,0,false,0,false,0,false,0,true,1,true,1,Bajo,Bajo,Bajo,No confirmado
BCLib-20.0.9.jar,bclib,BCLib,20.0.9,Both,Librerias / dependencias,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
bettercombat-forge-1.9.0+1.20.1.jar,bettercombat,Better Combat,1.9.0+1.20.1,Both,Combate,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
BetterCompatibilityChecker-forge-4.0.8+mc1.20.1.jar,bcc,Better Compatibility Checker,4.0.8,Both,"Compatibilidad, Loot / recompensas",false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
BetterEnd-20.0.8.jar,betterend,Better End,20.0.8,Both,"Armas / armaduras / herramientas, Estructuras, Loot / recompensas, Mobs, ... (+1)",false,0,true,143,false,0,true,53,true,6,true,664,true,789,Alto,Medio,Medio,Inferido por nombre: mod de biomas/terreno conocido por tocar generacion base.
BetterEndCities-Raijin-structure-1.21.1.jar,"betterendcities_raijin_structure, betterendcities_raijin_structure",BetterEndCities-Raijin-structure-1.21.1,1.21.1,Both,No confirmado,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
BetterNether-20.0.10.jar,betternether,Better Nether,20.0.10,Both,"Armas / armaduras / herramientas, Estructuras, Loot / recompensas, Mobs, ... (+1)",false,0,true,116,false,0,true,45,true,12,true,426,true,634,Alto,Medio,Medio,Inferido por nombre: mod de biomas/terreno conocido por tocar generacion base.
BiomesOPlenty-1.20.1-18.0.0.592.jar,biomesoplenty,Biomes O' Plenty,${file.jarVersion},Both,"Loot / recompensas, Mobs, Worldgen / biomas / terreno",false,0,false,0,false,0,true,126,true,2,true,326,true,243,Alto,Bajo,Bajo,Inferido por nombre: mod de biomas/terreno conocido por tocar generacion base.
blended-compat-1.1.2.jar,"blended_compat, blended_compat",Blended Compat,1.1.2,Both,"Compatibilidad, Loot / recompensas",false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
blueprint-1.20.1-7.1.4.jar,blueprint,Blueprint,7.1.3,Both,"Librerias / dependencias, Mobs, Worldgen / biomas / terreno",false,0,false,0,false,0,true,2,true,3,false,0,true,3,Alto,Bajo,Bajo,Confirmado por archivos internos: contiene biomas worldgen (1); dimension no confirmada.
BOMD-Forge-1.20.1-1.1.1.jar,bosses_of_mass_destruction,Bosses of Mass Destruction,1.1.1,Both,"Armas / armaduras / herramientas, Bosses, Estructuras, Loot / recompensas, ... (+1)",true,4,true,8,false,0,false,0,true,11,true,9,true,7,Bajo,Bajo,Alto,"Confirmado por archivos internos: anade/modifica estructuras, sin evidencia de terreno base."
Bookshelf-Forge-1.20.1-20.2.15.jar,bookshelf,Bookshelf,20.2.15,Both,"Estructuras, Librerias / dependencias",false,0,true,1,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,"Solo esta en cliente, pero contiene datos de gameplay; revisar si falta en servidor."
born_in_chaos_[Forge]1.20.1_1.7.5.jar,born_in_chaos_v1,Born in Chaos,1.7.5,Both,"Armas / armaduras / herramientas, Estructuras, Loot / recompensas, Mobs, ... (+1)",true,4,true,54,false,0,false,0,true,139,true,172,true,160,Medio,Medio,Alto,Confirmado por archivos internos: contiene features/biome modifiers/worldgen modifiers.
caelus-forge-3.2.0+1.20.1.jar,caelus,Caelus API,3.2.0+1.20.1,Both,No confirmado,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
canary-mc1.20.1-0.3.3.jar,canary,Canary,0.3.3,Both,Performance,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
carryon-forge-1.20.1-2.1.2.7.jar,carryon,Carry On,${file.jarVersion},Both,QoL,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,Incluye jar-in-jar: mixinextras
cataclysmfortresses-1.20.1-Forge.jar,cataclysmfortresses,Cataclysm x YUNG's Better Nether Fortresses Compat,1.20.1,Both,"Compatibilidad, Loot / recompensas",false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Medio,Bajo,No confirmado
CerbonsApi-Forge-1.20.1-1.0.0.jar,cerbons_api,CerbonsApi,1.0.0,Both,No confirmado,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
chat_heads-0.15.1-forge-1.20.jar,chat_heads,Chat Heads,0.15.1,Client only,Cliente visual / HUD / UI,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
chloride-FORGE-mc1.20.1-v1.7.7.jar,chloride,Chloride,1.7.7,Client only,"Cliente visual / HUD / UI, Performance",false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
chunksending-1.20.1-2.8.jar,chunksending,chunksending mod,${file.jarVersion},Both,Performance,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
Chunky-1.3.146.jar,chunky,Chunky,1.3.146,Both,No confirmado,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
citadel-2.6.3-1.20.1.jar,citadel,Citadel,2.6.3,Both,"Librerias / dependencias, Loot / recompensas, Worldgen / biomas / terreno",false,0,false,0,false,0,false,0,false,0,true,1,false,0,Medio,Bajo,Bajo,Confirmado por archivos internos: contiene features/biome modifiers/worldgen modifiers.
clientsort-forge-2.2.2+1.20.1.jar,clientsort,ClientSort,2.2.2+1.20.1,Client only,Cliente visual / HUD / UI,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
cloth-config-11.1.136-forge.jar,cloth_config,Cloth Config v10 API,11.1.136,Both,Librerias / dependencias,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
Clumps-forge-1.20.1-12.0.0.4.jar,clumps,Clumps,${file.jarVersion},Both,No confirmado,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
combatroll-forge-1.3.3+1.20.1.jar,combatroll,Combat Roll,1.3.3+1.20.1,Both,Combate,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
connectivity-1.20.1-7.6.jar,connectivity,Connectivity Mod,${file.jarVersion},Both,Performance,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
Controlling-forge-1.20.1-12.0.2.jar,controlling,Controlling,${file.jarVersion},Client only,Cliente visual / HUD / UI,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
coroutil-forge-1.20.1-1.3.7.jar,coroutil,CoroUtil,1.20.1-1.3.7,Both,No confirmado,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
craftingtweaks-forge-1.20.1-18.2.9.jar,craftingtweaks,CraftingTweaks,18.2.9,Both,QoL,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
create-1.20.1-6.0.7.jar,create,Create,6.0.7,Both,"Armas / armaduras / herramientas, Estructuras, Loot / recompensas, Mobs, ... (+1)",false,0,true,63,false,0,false,0,true,9,true,640,true,1766,Medio,Bajo,Medio,"Incluye jar-in-jar: flywheel, mixinextras, ponder"
createoreexcavation-1.20-1.6.5.jar,createoreexcavation,Create Ore Excavation,${file.jarVersion},Both,Loot / recompensas,false,0,false,0,false,0,false,0,false,0,true,3,true,42,Bajo,Bajo,Bajo,No confirmado
creeperoverhaul-3.0.2-forge.jar,creeperoverhaul,Creeper Overhaul,3.0.2,Both,"Loot / recompensas, Mobs, Worldgen / biomas / terreno",false,0,false,0,false,0,false,0,true,30,true,17,false,0,Medio,Bajo,Bajo,Confirmado por archivos internos: contiene features/biome modifiers/worldgen modifiers.
cristellib-1.1.6-forge.jar,cristellib,Cristel Lib,1.1.6,Both,Librerias / dependencias,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
cupboard-1.20.1-3.7.jar,cupboard,Cupboard utilities,${file.jarVersion},Both,Librerias / dependencias,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
curios-forge-5.14.1+1.20.1.jar,curios,Curios API,${file.jarVersion},Both,Librerias / dependencias,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
CutThrough-v8.0.2-1.20.1-Forge.jar,cutthrough,Cut Through,8.0.2,Both,No confirmado,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
deep_aether-1.20.1-1.1.7.jar,deep_aether,Deep Aether,1.20.1-1.1.7,Both,"Armas / armaduras / herramientas, Bosses, Dungeons, Estructuras, ... (+3)",true,1,true,13,false,0,true,20,true,16,true,301,true,353,Medio,Bajo,Alto,"Incluye jar-in-jar: aeroblender, mixinextras"
deeper_and_darker_to_cataclysm-withtools-forge-1.20.1.jar,deeper_and_darker_to_cataclysm,Deeper and Darker to Cataclysm,1.0.0,Both,QoL,false,0,false,0,false,0,false,0,false,0,false,0,true,18,Bajo,Medio,Bajo,No confirmado
deeperdarker-forge-1.20.1-1.3.3.jar,deeperdarker,Deeper and Darker,1.3.3,Both,"Armas / armaduras / herramientas, Dimensiones, Estructuras, Loot / recompensas, ... (+2)",false,0,true,64,true,1,true,8,true,18,true,149,true,376,Medio,Bajo,Medio,Confirmado por archivos internos: contiene biomas de dimension propia o no vanilla (4).
deltaboxlib-forge-2.2.0+1.20.1.jar,deltaboxlib,Deltabox Lib,2.2.0,Both,No confirmado,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
dungeons-and-taverns-3.0.3.f[Forge].jar,mr_dungeons_andtaverns,Dungeons and Taverns,3.0.3.f,Both,"Dungeons, Estructuras, Loot / recompensas, Mobs, ... (+1)",false,0,true,559,false,0,false,0,true,8,true,111,false,0,Medio,Medio,Medio,Confirmado por archivos internos: contiene features/biome modifiers/worldgen modifiers.
dungeons-and-taverns-ancient-city-overhaul-1 [Forge].jar,mr_dungeons_andtavernsancientcityoverhaul,Dungeons and Taverns Ancient City Overhaul,1,Both,"Dungeons, Estructuras, Loot / recompensas",false,0,true,126,false,0,false,0,false,0,true,5,false,0,Bajo,Medio,Bajo,"Confirmado por archivos internos: anade/modifica estructuras, sin evidencia de terreno base."
DungeonsArise-1.20.x-2.1.58-release.jar,dungeons_arise,When Dungeons Arise,2.1.58-1.20.x,Both,"Dungeons, Estructuras, Loot / recompensas, Mobs",false,0,true,539,false,0,false,0,true,1,true,131,false,0,Bajo,Medio,Medio,"Confirmado por archivos internos: anade/modifica estructuras, sin evidencia de terreno base."
easy_npc-forge-1.20.1-6.17.0.jar,easy_npc,Easy NPC,${file.jarVersion},Both,"Estructuras, Mobs, NPCs / traders / aldeanos",false,0,true,2,false,0,false,0,true,63,false,0,false,0,Bajo,Medio,Bajo,"Confirmado por archivos internos: anade/modifica estructuras, sin evidencia de terreno base."
easy_npc_bundle-forge-1.20.1-6.17.0.jar,easy_npc_bundle,Easy NPC: Bundle,6.17.0,Both,NPCs / traders / aldeanos,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
easy_npc_config_ui-forge-1.20.1-6.17.0.jar,easy_npc_config_ui,Easy NPC: Config UI,6.17.0,Both,"Estructuras, NPCs / traders / aldeanos",false,0,true,2,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,"Confirmado por archivos internos: anade/modifica estructuras, sin evidencia de terreno base."
EasyMagic-v8.0.1-1.20.1-Forge.jar,easymagic,Easy Magic,8.0.1,Both,Magia,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
elevatorid-1.20.1-1.9.1-forge.jar,elevatorid,Elevator Mod,1.20.1-1.9.1-forge,Both,Loot / recompensas,false,0,false,0,false,0,false,0,false,0,true,16,true,32,Bajo,Bajo,Bajo,No confirmado
ElysiumAPI-1.20.1-1.1.3.jar,elysium_api,Elysium,1.1.3,Both,No confirmado,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
elytraslot-forge-6.4.4+1.20.1.jar,elytraslot,Elytra Slot,6.4.4+1.20.1,Both,No confirmado,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,Incluye jar-in-jar: mixinsquared
embeddium-0.3.31+mc1.20.1.jar,"embeddium, rubidium",Embeddium,0.3.31+mc1.20.1,Client only,"Cliente visual / HUD / UI, Performance",false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,Incluye jar-in-jar: mixinextras
EnchantmentDescriptions-Forge-1.20.1-17.1.21.jar,enchdesc,EnchantmentDescriptions,17.1.21,Client only,No confirmado,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
ender_dragon_loot-1.20.1.jar,"ender_dragon_loot, ender_dragon_loot",Ender Dragon Loot 1.20.1,1.0.0,Both,"Armas / armaduras / herramientas, Estructuras, Loot / recompensas",false,0,true,2,false,0,false,0,false,0,true,1,true,11,Bajo,Bajo,Bajo,"Confirmado por archivos internos: anade/modifica estructuras, sin evidencia de terreno base."
endermanoverhaul-forge-1.20.1-1.0.4.jar,endermanoverhaul,Enderman Overhaul,1.0.4,Both,"Loot / recompensas, Mobs, Worldgen / biomas / terreno",false,0,false,0,false,0,false,0,true,50,true,19,true,2,Medio,Bajo,Bajo,Confirmado por archivos internos: contiene features/biome modifiers/worldgen modifiers.
endrem_forge-5.3.3-R-1.20.1.jar,endrem,End Remastered,${file.jarVersion},Both,Loot / recompensas,false,0,false,0,false,0,false,0,false,0,true,16,true,3,Bajo,Bajo,Bajo,No confirmado
ends_delight-1.20.1-2.4.jar,ends_delight,End's Delight,2.4,Both,"Loot / recompensas, Worldgen / biomas / terreno",false,0,false,0,false,0,false,0,false,0,true,7,true,75,Medio,Bajo,Bajo,Confirmado por archivos internos: contiene features/biome modifiers/worldgen modifiers.
enhanced_boss_bars-1.20.1-1.0.0.jar,enhanced_boss_bars,Enhanced Boss Bars,1.20.1-1.0.0,Client only,Magia,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
entityculling-forge-1.10.2-mc1.20.1.jar,entityculling,EntityCulling,1.10.2,Client only,"Cliente visual / HUD / UI, Performance",false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
explorations-forge-1.20.1-1.6.1.jar,explorations,Explorations+,1.20.1-1.6.1,Both,"Dungeons, Estructuras, Loot / recompensas, Worldgen / biomas / terreno",false,0,true,62,false,0,false,0,false,0,true,16,false,0,Medio,Bajo,Bajo,Confirmado por archivos internos: contiene features/biome modifiers/worldgen modifiers.
Explorify v1.6.5.mod.jar,"explorify, explorify",Explorify,1.6.5,Both,"Dungeons, Estructuras, Loot / recompensas",false,0,true,188,false,0,false,0,false,0,true,3,false,0,Bajo,Medio,Bajo,"Confirmado por archivos internos: anade/modifica estructuras, sin evidencia de terreno base."
FallingTree-1.20.1-4.3.4.jar,fallingtree,FallingTree,4.3.4,Both,QoL,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
